Transaction_ID,Customer_ID,Amount,Payment_Method,Location,Risk_Score,Risk_Level,Fraud_Reason,Transaction_Date,Transaction_Time
TXN00086916,CUST02050,755.23,UPI,Aurangabad,15,Low,IP Mismatch,2021-09-23,09:31:14
TXN00035963,CUST01558,754.84,Wallet,Lucknow,15,Low,IP Mismatch,2023-08-30,13:14:10
TXN00024717,CUST09634,725.71,UPI,Gurugram,15,Low,IP Mismatch,2021-07-04,06:19:57
TXN00028915,CUST04382,717.95,UPI,Thiruvananthapuram,15,Low,IP Mismatch,2025-07-04,13:39:19
TXN00035182,CUST01510,686.45,UPI,Indore,15,Low,IP Mismatch,2024-12-06,17:43:12
TXN00042039,CUST06229,684.05,UPI,Aurangabad,15,Low,IP Mismatch,2021-05-07,23:28:19
TXN00064399,CUST05978,661.99,UPI,Surat,15,Low,IP Mismatch,2025-06-29,06:19:26
TXN00050990,CUST09861,659.81,Debit Card,Chandigarh,15,Low,IP Mismatch,2025-04-24,17:18:35
TXN00081123,CUST00247,626.63,UPI,Nagpur,15,Low,IP Mismatch,2024-05-26,19:41:56
TXN00036645,CUST05145,617.25,Debit Card,Coimbatore,15,Low,IP Mismatch,2025-06-28,16:52:14
TXN00021077,CUST09363,615.07,UPI,Kolkata,15,Low,IP Mismatch,2022-05-09,20:15:52
TXN00069222,CUST00088,566.87,Net Banking,Bhopal,15,Low,IP Mismatch,2021-08-26,16:40:01
TXN00006561,CUST05122,563.74,Credit Card,Ahmedabad,15,Low,IP Mismatch,2025-05-01,20:07:37
TXN00059678,CUST05293,560.65,UPI,Chennai,15,Low,IP Mismatch,2025-01-07,09:37:36
TXN00089515,CUST06327,536.95,UPI,Indore,15,Low,IP Mismatch,2021-04-05,21:04:36
TXN00030596,CUST07611,536.49,UPI,Vadodara,15,Low,IP Mismatch,2023-12-21,14:24:13
TXN00083797,CUST07571,533.28,Wallet,Gurugram,15,Low,IP Mismatch,2021-06-17,22:18:53
TXN00064989,CUST03048,533.12,UPI,Indore,15,Low,IP Mismatch,2023-03-20,17:46:04
TXN00081199,CUST06954,502.03,Credit Card,Aurangabad,15,Low,IP Mismatch,2024-04-16,22:07:14
TXN00032322,CUST06004,449.67,UPI,Bhubaneswar,15,Low,IP Mismatch,2022-03-08,06:53:47
TXN00021555,CUST08935,441.98,UPI,Ahmedabad,15,Low,IP Mismatch,2025-04-01,08:51:16
TXN00009661,CUST02227,440.41,Wallet,Bhopal,15,Low,IP Mismatch,2021-09-14,15:34:43
TXN00089300,CUST00793,438.38,UPI,Surat,15,Low,IP Mismatch,2023-08-18,07:34:09
TXN00006782,CUST04270,437.65,UPI,Thiruvananthapuram,15,Low,IP Mismatch,2025-01-14,17:02:42
TXN00092313,CUST01897,436.28,UPI,Nagpur,15,Low,IP Mismatch,2025-02-25,22:18:46
TXN00052519,CUST01988,417.4,UPI,Mysuru,15,Low,IP Mismatch,2024-10-30,11:10:37
TXN00054943,CUST06429,416.89,UPI,Navi Mumbai,15,Low,IP Mismatch,2021-03-24,07:53:23
TXN00012808,CUST04288,416.05,UPI,Lucknow,15,Low,IP Mismatch,2022-10-10,21:34:38
TXN00049450,CUST05508,411.09,Credit Card,Ranchi,15,Low,IP Mismatch,2025-07-27,08:58:53
TXN00004074,CUST09277,390.24,UPI,Visakhapatnam,15,Low,IP Mismatch,2021-01-24,13:59:12
TXN00033823,CUST04201,376.57,UPI,Patna,15,Low,IP Mismatch,2022-07-16,12:31:25
TXN00060400,CUST09586,350.43,UPI,Jaipur,15,Low,IP Mismatch,2023-09-18,15:19:03
TXN00052024,CUST06561,346.76,UPI,Ahmedabad,15,Low,IP Mismatch,2023-08-04,21:10:17
TXN00079782,CUST00685,320.67,UPI,Delhi,15,Low,IP Mismatch,2023-10-11,16:11:16
TXN00033793,CUST05178,292.41,Credit Card,Lucknow,15,Low,IP Mismatch,2023-08-08,16:54:06
TXN00025890,CUST03038,291.48,UPI,Gurugram,15,Low,IP Mismatch,2021-04-15,21:05:18
TXN00068152,CUST02097,282.86,UPI,Bengaluru,15,Low,IP Mismatch,2024-11-06,08:26:13
TXN00074574,CUST09393,270.14,UPI,Delhi,15,Low,IP Mismatch,2023-01-25,08:21:31
TXN00057357,CUST00089,269.97,Debit Card,Jaipur,15,Low,IP Mismatch,2023-05-14,17:17:29
TXN00096047,CUST03300,253.67,AEPS,Bhopal,15,Low,IP Mismatch,2024-11-17,15:07:16
TXN00062980,CUST06071,252.16,UPI,Bhubaneswar,15,Low,IP Mismatch,2024-06-02,17:33:10
TXN00068431,CUST09885,238.83,UPI,Kochi,15,Low,IP Mismatch,2022-12-15,22:18:42
TXN00072555,CUST03251,236.85,Credit Card,Chennai,15,Low,IP Mismatch,2024-10-23,08:47:13
TXN00081783,CUST09427,234.86,Net Banking,Chennai,15,Low,IP Mismatch,2023-03-18,12:07:04
TXN00095294,CUST01889,233.09,UPI,Coimbatore,15,Low,IP Mismatch,2021-05-31,16:22:22
TXN00017351,CUST06999,232.77,UPI,Chennai,15,Low,IP Mismatch,2023-05-07,19:25:09
TXN00008329,CUST07171,232.67,UPI,Visakhapatnam,15,Low,IP Mismatch,2022-05-14,11:25:33
TXN00003126,CUST06126,228.94,UPI,Mysuru,15,Low,IP Mismatch,2021-03-28,18:34:48
TXN00012478,CUST01028,226.42,UPI,Visakhapatnam,15,Low,IP Mismatch,2023-12-07,07:30:55
TXN00048091,CUST01703,225.16,UPI,Patna,15,Low,IP Mismatch,2025-09-02,19:12:02
TXN00013893,CUST08181,223.48,Wallet,Noida,15,Low,IP Mismatch,2022-06-07,11:45:05
TXN00007953,CUST08145,217.8,Credit Card,Pune,15,Low,IP Mismatch,2022-10-26,08:56:53
TXN00056891,CUST04947,214.93,UPI,Kochi,15,Low,IP Mismatch,2023-11-20,23:31:11
TXN00098482,CUST09142,190.6,UPI,Bhubaneswar,15,Low,IP Mismatch,2022-07-14,20:36:02
TXN00044016,CUST09754,167.26,UPI,Bengaluru,15,Low,IP Mismatch,2022-11-18,13:23:50
TXN00072519,CUST01848,166.59,UPI,Jaipur,15,Low,IP Mismatch,2021-01-26,13:18:57
TXN00070374,CUST04074,164.19,Wallet,Bhopal,15,Low,IP Mismatch,2022-03-28,16:28:55
TXN00098053,CUST03308,159.24,Debit Card,Ahmedabad,15,Low,IP Mismatch,2022-09-15,18:08:12
TXN00092565,CUST08227,156.87,Wallet,Kolkata,15,Low,IP Mismatch,2024-11-15,21:12:11
TXN00058225,CUST07004,149.34,UPI,Mysuru,15,Low,IP Mismatch,2024-12-04,10:47:43
TXN00004676,CUST06474,144.05,Net Banking,Aurangabad,15,Low,IP Mismatch,2023-02-20,07:09:24
TXN00044589,CUST09562,136.28,Wallet,Mumbai,15,Low,IP Mismatch,2023-04-24,12:54:35
TXN00066597,CUST00481,107.25,Wallet,Patna,15,Low,IP Mismatch,2025-03-22,20:12:47
TXN00060673,CUST02891,97.1,Net Banking,Coimbatore,15,Low,IP Mismatch,2021-06-19,13:50:38
TXN00033457,CUST00316,96.08,Wallet,Thane,15,Low,IP Mismatch,2025-08-23,06:36:56
TXN00084031,CUST00570,80.48,AEPS,Nagpur,15,Low,IP Mismatch,2022-07-31,13:41:39
TXN00087130,CUST08499,44.0,UPI,Jaipur,15,Low,IP Mismatch,2023-12-27,06:16:31
TXN00039004,CUST06948,130647.46,UPI,Patna,10,Low,Unusual Hour,2022-07-24,03:19:08
TXN00061534,CUST06633,101307.77,Net Banking,Kolkata,10,Low,Unusual Hour,2021-05-23,22:46:04
TXN00064987,CUST02585,88733.77,UPI,Patna,10,Low,Unusual Hour,2024-12-12,21:15:08
TXN00037872,CUST05023,86814.66,UPI,Kochi,10,Low,Unusual Hour,2025-01-09,09:10:17
TXN00042749,CUST04063,83061.86,UPI,Aurangabad,10,Low,High Amount Anomaly,2021-11-25,00:20:30
TXN00048682,CUST02958,82366.2,Debit Card,Patna,10,Low,Unusual Hour,2023-07-04,23:29:08
TXN00083096,CUST08766,80640.03,Net Banking,Ranchi,10,Low,High Amount Anomaly,2023-06-25,04:37:27
TXN00035119,CUST08956,79766.47,UPI,Noida,10,Low,Unusual Hour,2024-07-03,21:26:21
TXN00064215,CUST00546,79225.41,UPI,Bengaluru,10,Low,High Amount Anomaly,2023-09-24,02:12:24
TXN00064213,CUST07002,77656.58,UPI,Vadodara,10,Low,High Amount Anomaly,2024-03-06,00:43:58
TXN00008327,CUST04147,77036.69,UPI,Thane,10,Low,High Amount Anomaly,2024-05-12,02:15:17
TXN00081686,CUST00717,73599.55,UPI,Thiruvananthapuram,10,Low,High Amount Anomaly,2025-12-28,02:33:10
TXN00004688,CUST02385,72498.39,UPI,Noida,10,Low,High Amount Anomaly,2025-03-30,00:37:12
TXN00036922,CUST01487,71121.63,UPI,Noida,10,Low,High Amount Anomaly,2024-07-20,00:10:19
TXN00035516,CUST08851,70878.24,Credit Card,Aurangabad,10,Low,High Amount Anomaly,2024-01-15,05:53:25
TXN00088376,CUST00821,68045.47,Wallet,Indore,10,Low,High Amount Anomaly,2025-11-22,00:42:57
TXN00028691,CUST09284,67417.41,Net Banking,Ahmedabad,10,Low,High Amount Anomaly,2021-03-29,02:21:32
TXN00095980,CUST06723,66004.5,Credit Card,Vadodara,10,Low,High Amount Anomaly,2025-10-21,04:50:26
TXN00043992,CUST03713,65935.66,Wallet,Visakhapatnam,10,Low,Repeated Failed Attempts,2025-10-08,01:06:04
TXN00087131,CUST07899,65698.56,UPI,Visakhapatnam,10,Low,High Amount Anomaly,2023-09-11,00:04:39
TXN00038728,CUST06453,65473.81,UPI,Bhopal,10,Low,High Amount Anomaly,2021-01-13,02:09:28
TXN00016037,CUST01816,62162.08,UPI,Chennai,10,Low,Velocity Attack,2023-10-30,04:06:14
TXN00027500,CUST07569,61698.93,Credit Card,Aurangabad,10,Low,High Amount Anomaly,2021-11-01,05:17:28
TXN00023601,CUST09386,60629.43,AEPS,Visakhapatnam,10,Low,Unusual Hour,2024-06-14,09:10:24
TXN00024309,CUST09349,59069.44,Credit Card,Ranchi,10,Low,Unusual Hour,2024-10-21,02:27:21
TXN00056538,CUST01176,57923.48,UPI,Indore,10,Low,Unusual Hour,2025-02-27,15:12:00
TXN00026665,CUST01249,54728.25,UPI,Noida,10,Low,Unusual Hour,2022-03-17,13:28:42
TXN00081260,CUST05666,53539.17,UPI,Indore,10,Low,High Amount Anomaly,2024-03-31,00:12:21
TXN00022368,CUST03064,53272.59,UPI,Bengaluru,10,Low,Unusual Hour,2023-10-19,18:42:15
TXN00072632,CUST08682,50366.51,Wallet,Vadodara,10,Low,High Amount Anomaly,2021-10-24,04:44:09
TXN00022035,CUST00061,50000.0,AEPS,Delhi,10,Low,High Amount Anomaly,2021-01-02,02:51:07
TXN00088878,CUST03401,50000.0,Credit Card,Pune,10,Low,High Amount Anomaly,2021-02-08,05:01:14
TXN00068202,CUST07878,50000.0,Debit Card,Pune,10,Low,High Amount Anomaly,2021-02-26,04:23:13
TXN00020274,CUST00101,50000.0,Debit Card,Thane,10,Low,High Amount Anomaly,2021-04-30,05:37:46
TXN00011828,CUST02025,50000.0,UPI,Navi Mumbai,10,Low,High Amount Anomaly,2021-05-02,02:17:33
TXN00071273,CUST07588,50000.0,UPI,Nagpur,10,Low,High Amount Anomaly,2021-05-10,02:11:11
TXN00066356,CUST09580,50000.0,UPI,Aurangabad,10,Low,High Amount Anomaly,2021-05-20,03:23:16
TXN00052840,CUST01645,50000.0,UPI,Chennai,10,Low,High Amount Anomaly,2021-06-17,04:22:41
TXN00092579,CUST01698,50000.0,UPI,Chennai,10,Low,High Amount Anomaly,2021-07-31,00:30:53
TXN00081502,CUST07702,50000.0,UPI,Chandigarh,10,Low,High Amount Anomaly,2021-08-28,02:25:01
TXN00062144,CUST00779,50000.0,UPI,Pune,10,Low,High Amount Anomaly,2021-09-26,01:22:36
TXN00033783,CUST00411,50000.0,Credit Card,Hyderabad,10,Low,High Amount Anomaly,2021-10-10,01:44:27
TXN00070465,CUST08961,50000.0,Credit Card,Ranchi,10,Low,High Amount Anomaly,2021-10-27,03:23:22
TXN00082734,CUST08329,50000.0,Credit Card,Mysuru,10,Low,High Amount Anomaly,2021-11-23,04:20:47
TXN00054058,CUST04029,50000.0,Debit Card,Patna,10,Low,High Amount Anomaly,2021-12-28,04:45:07
TXN00036065,CUST04430,50000.0,UPI,Ahmedabad,10,Low,High Amount Anomaly,2022-01-03,02:49:26
TXN00035771,CUST09624,50000.0,UPI,Surat,10,Low,High Amount Anomaly,2022-01-11,04:23:25
TXN00071810,CUST02065,50000.0,UPI,Vadodara,10,Low,High Amount Anomaly,2022-01-21,02:00:44
TXN00093971,CUST02882,50000.0,UPI,Aurangabad,10,Low,High Amount Anomaly,2022-01-23,04:28:02
TXN00078836,CUST09243,50000.0,AEPS,Thane,10,Low,High Amount Anomaly,2022-02-10,04:17:51
TXN00094483,CUST01928,50000.0,Debit Card,Ahmedabad,10,Low,High Amount Anomaly,2022-02-21,00:37:37
TXN00093532,CUST07435,50000.0,UPI,Gurugram,10,Low,High Amount Anomaly,2022-02-22,01:12:37
TXN00086026,CUST09472,50000.0,UPI,Patna,10,Low,High Amount Anomaly,2022-02-22,01:35:27
TXN00088513,CUST07816,50000.0,UPI,Gurugram,10,Low,High Amount Anomaly,2022-03-12,05:34:06
TXN00027155,CUST09895,50000.0,UPI,Noida,10,Low,High Amount Anomaly,2022-03-19,05:10:12
TXN00059637,CUST01560,50000.0,UPI,Noida,10,Low,High Amount Anomaly,2022-04-05,03:37:17
TXN00079602,CUST03314,50000.0,UPI,Lucknow,10,Low,High Amount Anomaly,2022-05-04,00:40:33
TXN00047713,CUST07408,50000.0,UPI,Gurugram,10,Low,High Amount Anomaly,2022-05-11,01:25:20
TXN00081541,CUST03187,50000.0,UPI,Kochi,10,Low,High Amount Anomaly,2022-06-24,02:15:26
TXN00057329,CUST09277,50000.0,UPI,Visakhapatnam,10,Low,High Amount Anomaly,2022-06-30,00:37:40
TXN00010254,CUST00555,50000.0,UPI,Coimbatore,10,Low,High Amount Anomaly,2022-07-30,05:32:28
TXN00083851,CUST09122,50000.0,Credit Card,Lucknow,10,Low,High Amount Anomaly,2022-09-18,04:10:46
TXN00005805,CUST03271,50000.0,UPI,Indore,10,Low,High Amount Anomaly,2022-09-28,03:31:25
TXN00063060,CUST08375,50000.0,UPI,Surat,10,Low,High Amount Anomaly,2022-10-07,00:42:32
TXN00034784,CUST09249,50000.0,Debit Card,Thiruvananthapuram,10,Low,High Amount Anomaly,2022-10-08,03:03:14
TXN00038150,CUST00682,50000.0,UPI,Visakhapatnam,10,Low,High Amount Anomaly,2022-10-11,02:28:33
TXN00058709,CUST02741,50000.0,Credit Card,Bhubaneswar,10,Low,High Amount Anomaly,2022-10-12,03:19:22
TXN00059430,CUST03833,50000.0,UPI,Jaipur,10,Low,High Amount Anomaly,2022-10-17,03:48:53
TXN00058227,CUST00589,50000.0,Credit Card,Indore,10,Low,High Amount Anomaly,2022-10-24,03:25:23
TXN00021793,CUST04789,50000.0,Debit Card,Gurugram,10,Low,High Amount Anomaly,2022-10-24,04:45:35
TXN00029708,CUST02137,50000.0,Wallet,Nashik,10,Low,High Amount Anomaly,2022-11-05,04:09:13
TXN00096179,CUST09699,50000.0,Debit Card,Jaipur,10,Low,High Amount Anomaly,2022-11-14,00:43:36
TXN00036558,CUST02786,50000.0,UPI,Aurangabad,10,Low,High Amount Anomaly,2022-12-06,05:34:57
TXN00093187,CUST04681,50000.0,Credit Card,Hyderabad,10,Low,High Amount Anomaly,2022-12-21,02:56:50
TXN00034304,CUST03110,50000.0,UPI,Indore,10,Low,High Amount Anomaly,2022-12-26,05:07:54
TXN00000592,CUST03098,50000.0,UPI,Delhi,10,Low,High Amount Anomaly,2023-01-28,04:56:40
TXN00015953,CUST06242,50000.0,Credit Card,Patna,10,Low,High Amount Anomaly,2023-02-01,00:58:59
TXN00093201,CUST01696,50000.0,Credit Card,Visakhapatnam,10,Low,High Amount Anomaly,2023-02-06,02:47:28
TXN00058268,CUST03545,50000.0,UPI,Patna,10,Low,High Amount Anomaly,2023-02-14,00:52:48
TXN00009256,CUST06878,50000.0,Net Banking,Surat,10,Low,High Amount Anomaly,2023-02-19,05:25:07
TXN00001828,CUST07816,50000.0,Credit Card,Gurugram,10,Low,High Amount Anomaly,2023-03-27,04:15:46
TXN00025430,CUST00413,50000.0,UPI,Vadodara,10,Low,High Amount Anomaly,2023-04-04,02:23:38
TXN00001553,CUST08439,50000.0,Net Banking,Bhubaneswar,10,Low,High Amount Anomaly,2023-05-05,05:23:02
TXN00060904,CUST00350,50000.0,AEPS,Bhubaneswar,10,Low,High Amount Anomaly,2023-05-06,03:22:50
TXN00017888,CUST08634,50000.0,UPI,Pune,10,Low,High Amount Anomaly,2023-06-06,01:24:40
TXN00019541,CUST02127,50000.0,Debit Card,Thiruvananthapuram,10,Low,High Amount Anomaly,2023-07-08,00:56:25
TXN00067957,CUST03236,50000.0,UPI,Pune,10,Low,High Amount Anomaly,2023-07-12,03:08:26
TXN00030253,CUST09163,50000.0,Net Banking,Vadodara,10,Low,High Amount Anomaly,2023-07-21,00:50:57
TXN00078684,CUST09110,50000.0,Credit Card,Patna,10,Low,High Amount Anomaly,2023-08-07,02:09:53
TXN00051991,CUST09723,50000.0,UPI,Vadodara,10,Low,High Amount Anomaly,2023-08-19,00:50:46
TXN00049417,CUST03451,50000.0,UPI,Mumbai,10,Low,High Amount Anomaly,2023-08-21,00:57:08
TXN00093241,CUST09007,50000.0,UPI,Ahmedabad,10,Low,High Amount Anomaly,2023-08-31,01:34:29
TXN00053758,CUST08010,50000.0,UPI,Bengaluru,10,Low,High Amount Anomaly,2023-09-22,01:16:02
TXN00018779,CUST01905,50000.0,UPI,Patna,10,Low,High Amount Anomaly,2023-10-20,01:10:09
TXN00084936,CUST03978,50000.0,Net Banking,Ahmedabad,10,Low,High Amount Anomaly,2023-10-23,03:53:25
TXN00036460,CUST00584,50000.0,Net Banking,Noida,10,Low,High Amount Anomaly,2023-10-26,01:03:22
TXN00058553,CUST05152,50000.0,UPI,Mysuru,10,Low,High Amount Anomaly,2023-10-30,05:34:41
TXN00084471,CUST08667,50000.0,Wallet,Bhubaneswar,10,Low,High Amount Anomaly,2023-11-18,03:55:27
TXN00017028,CUST06388,50000.0,Credit Card,Hyderabad,10,Low,High Amount Anomaly,2023-11-19,02:30:05
TXN00054917,CUST05125,50000.0,Debit Card,Coimbatore,10,Low,High Amount Anomaly,2023-11-28,00:38:56
TXN00009500,CUST05236,50000.0,UPI,Noida,10,Low,High Amount Anomaly,2023-12-03,04:28:58
TXN00010162,CUST07116,50000.0,UPI,Ranchi,10,Low,High Amount Anomaly,2023-12-04,03:48:53
TXN00063462,CUST01370,50000.0,Wallet,Bengaluru,10,Low,High Amount Anomaly,2023-12-12,05:04:39
TXN00013010,CUST09031,50000.0,UPI,Navi Mumbai,10,Low,High Amount Anomaly,2023-12-25,01:24:25
TXN00009186,CUST06755,50000.0,Debit Card,Indore,10,Low,High Amount Anomaly,2023-12-28,00:01:45
TXN00066875,CUST07688,50000.0,Credit Card,Bengaluru,10,Low,High Amount Anomaly,2024-01-06,03:18:08
TXN00066503,CUST04453,50000.0,UPI,Visakhapatnam,10,Low,High Amount Anomaly,2024-01-20,02:59:51
TXN00040322,CUST04770,50000.0,Net Banking,Mysuru,10,Low,High Amount Anomaly,2024-02-07,00:43:10
TXN00023079,CUST07411,50000.0,Debit Card,Pune,10,Low,High Amount Anomaly,2024-03-22,01:24:33
TXN00008499,CUST08840,50000.0,UPI,Bengaluru,10,Low,High Amount Anomaly,2024-03-28,02:16:35
TXN00076337,CUST06667,50000.0,Net Banking,Navi Mumbai,10,Low,High Amount Anomaly,2024-04-05,01:16:14
TXN00002967,CUST05188,50000.0,UPI,Delhi,10,Low,High Amount Anomaly,2024-04-19,01:44:39
TXN00028621,CUST08780,50000.0,UPI,Delhi,10,Low,High Amount Anomaly,2024-04-21,04:00:12
TXN00061114,CUST09298,50000.0,UPI,Vadodara,10,Low,High Amount Anomaly,2024-05-14,04:58:34
TXN00073012,CUST05048,50000.0,Wallet,Indore,10,Low,High Amount Anomaly,2024-05-17,00:12:34
TXN00030460,CUST06500,50000.0,Net Banking,Aurangabad,10,Low,High Amount Anomaly,2024-06-07,01:43:23
TXN00056138,CUST03755,50000.0,Debit Card,Visakhapatnam,10,Low,High Amount Anomaly,2024-06-22,03:05:03
TXN00080838,CUST09229,50000.0,UPI,Delhi,10,Low,High Amount Anomaly,2024-07-20,01:39:41
TXN00011984,CUST00447,50000.0,UPI,Bengaluru,10,Low,High Amount Anomaly,2024-08-10,05:12:45
TXN00027300,CUST01541,50000.0,UPI,Navi Mumbai,10,Low,High Amount Anomaly,2024-08-15,04:28:35
TXN00063867,CUST07714,50000.0,UPI,Bhubaneswar,10,Low,High Amount Anomaly,2024-08-26,00:41:30
TXN00065104,CUST09575,50000.0,UPI,Kolkata,10,Low,High Amount Anomaly,2024-09-03,00:31:59
TXN00025556,CUST03288,50000.0,Wallet,Kolkata,10,Low,High Amount Anomaly,2024-09-11,02:09:26
TXN00020610,CUST02114,50000.0,Net Banking,Patna,10,Low,High Amount Anomaly,2024-10-07,02:26:47
TXN00047747,CUST03146,50000.0,Credit Card,Vadodara,10,Low,High Amount Anomaly,2024-10-14,01:03:23
TXN00026182,CUST03741,50000.0,UPI,Mysuru,10,Low,High Amount Anomaly,2024-11-06,05:05:56
TXN00020439,CUST04968,50000.0,UPI,Surat,10,Low,High Amount Anomaly,2024-12-19,02:33:47
TXN00016833,CUST07231,50000.0,UPI,Ranchi,10,Low,High Amount Anomaly,2024-12-24,00:49:08
TXN00095380,CUST04003,50000.0,UPI,Lucknow,10,Low,High Amount Anomaly,2024-12-30,02:19:21
TXN00079538,CUST04737,50000.0,Net Banking,Jaipur,10,Low,High Amount Anomaly,2025-01-03,03:59:19
TXN00091836,CUST04659,50000.0,AEPS,Coimbatore,10,Low,High Amount Anomaly,2025-01-09,00:49:26
TXN00032572,CUST04279,50000.0,Debit Card,Bhubaneswar,10,Low,High Amount Anomaly,2025-01-22,00:52:07
TXN00049063,CUST06194,50000.0,Net Banking,Mumbai,10,Low,High Amount Anomaly,2025-01-31,00:25:52
TXN00066661,CUST05772,50000.0,Credit Card,Chandigarh,10,Low,High Amount Anomaly,2025-02-05,04:14:54
TXN00019871,CUST06354,50000.0,Wallet,Mumbai,10,Low,High Amount Anomaly,2025-02-11,05:03:53
TXN00055470,CUST05094,50000.0,UPI,Chandigarh,10,Low,High Amount Anomaly,2025-02-12,02:59:22
TXN00038651,CUST08776,50000.0,Net Banking,Bhubaneswar,10,Low,High Amount Anomaly,2025-02-21,02:56:10
TXN00055357,CUST06502,50000.0,UPI,Gurugram,10,Low,High Amount Anomaly,2025-02-25,05:56:47
TXN00086970,CUST06032,50000.0,UPI,Nashik,10,Low,High Amount Anomaly,2025-03-08,03:34:08
TXN00096795,CUST07855,50000.0,UPI,Bengaluru,10,Low,High Amount Anomaly,2025-04-04,04:49:05
TXN00066200,CUST07783,50000.0,UPI,Ahmedabad,10,Low,High Amount Anomaly,2025-05-22,03:07:41
TXN00024174,CUST04953,50000.0,UPI,Delhi,10,Low,High Amount Anomaly,2025-06-19,01:48:12
TXN00001613,CUST09893,50000.0,Debit Card,Hyderabad,10,Low,High Amount Anomaly,2025-06-28,05:47:31
TXN00094443,CUST04236,50000.0,Credit Card,Ranchi,10,Low,High Amount Anomaly,2025-07-06,02:44:20
TXN00021284,CUST07542,50000.0,Net Banking,Navi Mumbai,10,Low,High Amount Anomaly,2025-07-19,00:31:11
TXN00073900,CUST07481,50000.0,UPI,Bhubaneswar,10,Low,High Amount Anomaly,2025-07-20,05:24:24
TXN00073749,CUST07557,50000.0,UPI,Surat,10,Low,High Amount Anomaly,2025-09-04,01:30:47
TXN00098177,CUST06441,50000.0,Debit Card,Patna,10,Low,High Amount Anomaly,2025-09-13,00:46:26
TXN00016551,CUST09817,50000.0,UPI,Aurangabad,10,Low,High Amount Anomaly,2025-10-20,02:40:39
TXN00099251,CUST05165,50000.0,UPI,Bhubaneswar,10,Low,High Amount Anomaly,2025-10-27,03:16:16
TXN00032594,CUST07833,50000.0,Credit Card,Ranchi,10,Low,High Amount Anomaly,2025-11-17,04:27:53
TXN00043698,CUST08517,50000.0,Credit Card,Surat,10,Low,High Amount Anomaly,2025-11-25,04:28:31
TXN00073518,CUST05817,50000.0,UPI,Pune,10,Low,High Amount Anomaly,2025-12-01,02:48:17
TXN00084301,CUST05571,50000.0,Wallet,Visakhapatnam,10,Low,High Amount Anomaly,2025-12-01,05:24:56
TXN00009231,CUST03905,50000.0,UPI,Ranchi,10,Low,High Amount Anomaly,2025-12-02,00:30:50
TXN00096157,CUST07687,50000.0,UPI,Thane,10,Low,High Amount Anomaly,2025-12-16,02:56:44
TXN00087989,CUST03461,48698.65,UPI,Surat,10,Low,Unusual Hour,2022-07-23,13:57:58
TXN00069916,CUST02803,48669.49,Credit Card,Visakhapatnam,10,Low,Unusual Hour,2023-05-31,23:31:32
TXN00007935,CUST05636,47432.02,UPI,Ahmedabad,10,Low,Velocity Attack,2025-10-25,02:59:17
TXN00083542,CUST07764,45636.32,Credit Card,Noida,10,Low,Repeated Failed Attempts,2025-04-02,02:45:01
TXN00023356,CUST03527,44652.03,Credit Card,Mysuru,10,Low,Repeated Failed Attempts,2022-11-24,05:46:04
TXN00068874,CUST09256,38882.24,Wallet,Patna,10,Low,Unusual Hour,2025-04-22,08:10:05
TXN00079914,CUST03264,38631.33,UPI,Pune,10,Low,Velocity Attack,2025-05-31,03:46:48
TXN00076192,CUST04224,38615.82,Credit Card,Vadodara,10,Low,Unusual Hour,2021-08-13,04:36:46
TXN00047282,CUST07772,36385.25,Debit Card,Ranchi,10,Low,Unusual Hour,2023-04-10,14:29:19
TXN00044681,CUST09822,36317.49,UPI,Mysuru,10,Low,Velocity Attack,2022-06-19,00:29:56
TXN00007725,CUST08831,34722.58,Credit Card,Nashik,10,Low,Unusual Hour,2022-05-13,19:56:51
TXN00055702,CUST04613,34422.18,UPI,Thane,10,Low,Unusual Hour,2025-07-28,21:34:38
TXN00091492,CUST03532,34087.57,Debit Card,Bhubaneswar,10,Low,Unusual Hour,2024-09-09,21:03:51
TXN00095740,CUST08747,33434.91,UPI,Chandigarh,10,Low,Unusual Hour,2025-01-10,11:39:44
TXN00058016,CUST07534,32845.15,UPI,Nashik,10,Low,Unusual Hour,2025-02-08,16:58:03
TXN00070688,CUST02788,31962.08,Debit Card,Thiruvananthapuram,10,Low,Repeated Failed Attempts,2021-01-26,03:58:54
TXN00003962,CUST03306,31804.5,Wallet,Kochi,10,Low,Unusual Hour,2021-12-23,21:48:40
TXN00010220,CUST01331,30875.51,UPI,Kochi,10,Low,Unusual Hour,2022-12-09,00:05:01
TXN00052424,CUST01336,29734.77,UPI,Chennai,10,Low,Unusual Hour,2023-02-13,17:03:33
TXN00030561,CUST02167,27650.21,UPI,Gurugram,10,Low,Unusual Hour,2025-05-16,22:46:45
TXN00023880,CUST04763,25972.92,UPI,Jaipur,10,Low,Repeated Failed Attempts,2023-01-14,02:27:54
TXN00022501,CUST01081,25398.21,UPI,Visakhapatnam,10,Low,Unusual Hour,2024-04-28,09:30:04
TXN00060453,CUST01460,25360.16,UPI,Delhi,10,Low,Unusual Hour,2022-09-05,00:34:23
TXN00049124,CUST07548,24970.15,UPI,Thiruvananthapuram,10,Low,Velocity Attack,2024-09-08,05:00:45
TXN00024191,CUST07958,23991.23,Credit Card,Ahmedabad,10,Low,Repeated Failed Attempts,2023-12-05,04:57:31
TXN00012142,CUST08369,23804.34,UPI,Mumbai,10,Low,Unusual Hour,2022-05-23,09:43:53
